"","Call.Number","Date.Time","Location","Police.District","Nature.of.Call","Status","Last Updated"
"10635",230901068,"03/31/2023 03:58:48 PM","2409 N 33RD ST,MKE","3","SUBJ WITH GUN","Service in Progress",NA
"10636",230901074,"03/31/2023 03:55:38 PM","N 18TH ST / W OLIVE ST,MKE","5","PATROL","Assignment Completed",NA
"10637",230901073,"03/31/2023 03:55:33 PM","7925 W APPLETON AV,MKE","7","TRAFFIC STOP","City Citation(s) Issued",NA
"10638",230901072,"03/31/2023 03:55:20 PM","309 N WATER ST,MKE","1","SPECIAL ASSIGN","Service in Progress",NA
"10639",230901071,"03/31/2023 03:55:12 PM","749 W STATE ST,MKE","1","RETURN STATION","Assignment Completed",NA
"10640",230901034,"03/31/2023 03:31:57 PM","1801 W OLIVE ST,MKE","5","RECKLESS VEHICLE","Unable to Locate Complainant",NA
"10641",230901020,"03/31/2023 03:21:09 PM","5075 N SHERMAN BL,MKE","7","FIGHT","Assignment Completed",NA
"10642",230900803,"03/31/2023 03:17:08 PM","901 W WINNEBAGO ST,MKE","1","TRBL W/SUBJ","No Prosecution",NA
"10643",230901096,"03/31/2023 04:14:41 PM","3632 W GOOD HOPE RD,MKE","4","TRBL W/SUBJ","Advised",NA
"10644",230901103,"03/31/2023 04:14:27 PM","7955 W APPLETON AVE","7","TRAFFIC STOP","City Citation(s) Issued",NA
"10645",230900725,"03/31/2023 04:14:11 PM","5718 N 94TH ST,MKE","4","ABAND/STOLEN PRO","Unable to Locate Complainant",NA
"10646",230901101,"03/31/2023 04:13:37 PM","245 W LINCOLN AV,MKE","2","RETURN STATION","Assignment Completed",NA
"10647",230900963,"03/31/2023 04:13:32 PM","6740 N 52ND ST,MKE","4","PROPERTY PICKUP","Service in Progress",NA
"10648",230900988,"03/31/2023 04:13:25 PM","8750 W MILL RD,MKE","4","STOLEN VEHICLE","Service in Progress",NA
"10649",230901100,"03/31/2023 04:13:16 PM","245 W LINCOLN AV,MKE","2","SPECIAL ASSIGN","Assignment Completed",NA
"10650",230901099,"03/31/2023 04:12:53 PM","7859 W APPLETON AVE","7","TRAFFIC STOP","City Citation(s) Issued",NA
"10651",230901098,"03/31/2023 04:12:51 PM","245 W LINCOLN AV,MKE","2","INVESTIGATION","Assignment Completed",NA
"10652",230901025,"03/31/2023 04:12:20 PM","2308 W WISCONSIN AV,MKE","3","TRBL W/SUBJ","Service in Progress",NA
"10653",230900807,"03/31/2023 04:12:17 PM","8914 N 96TH ST,MKE","4","PROPERTY DAMAGE","Service in Progress",NA
"10654",230901097,"03/31/2023 04:12:14 PM","N TEUTONIA AV / W VILLARD AV,MKE","7","INVESTIGATION","Service in Progress",NA
"10655",230901087,"03/31/2023 04:11:44 PM","W SILVER SPRING DR / N 34TH ST,MKE","4","TRAFFIC HAZARD","Unable to Locate Complainant",NA
"10656",230900522,"03/31/2023 04:11:31 PM","2655 N 48TH ST,MKE","3","RECK USE OF WEAP","Service in Progress",NA
"10657",230901092,"03/31/2023 04:10:48 PM","3727 W WISCONSIN AV,MKE","3","WELFARE CITIZEN","Service in Progress",NA
"10658",230901019,"03/31/2023 04:10:41 PM","S 27TH ST / W LINCOLN AV,MKE","2","ACC PDO","Unable to Locate Complainant",NA
"10659",230901095,"03/31/2023 04:10:25 PM","5970 S HOWELL","SPD","TRAFFIC STOP","City Citation(s) Issued",NA
"10660",230901075,"03/31/2023 04:10:14 PM","1613 N 17TH ST,MKE","3","WELFARE CITIZEN","Service in Progress",NA
"10661",230901068,"03/31/2023 03:58:48 PM","2409 N 33RD ST,MKE","3","SUBJ WITH GUN","To be Filed",NA
"10662",230901124,"03/31/2023 04:24:50 PM","3620 N 18TH ST,MKE","5","SHOTSPOTTER","Service in Progress",NA
"10663",230901127,"03/31/2023 04:24:50 PM","2355 N 35TH ST,MKE","3","SPECIAL ASSIGN","Service in Progress",NA
"10664",230901126,"03/31/2023 04:24:49 PM","N 26TH ST / W ATKINSON AV,MKE","5","PARK AND WALK","Assignment Completed",NA
"10665",230901119,"03/31/2023 04:23:10 PM","3800 S 27TH ST,MKE","6","PATROL","Assignment Completed",NA
"10666",230901120,"03/31/2023 04:23:10 PM","2502 N 46TH ST,MKE","3","PROPERTY DAMAGE","To be Filed",NA
"10667",230901118,"03/31/2023 04:23:09 PM","7958 W APPLETON AVE","7","TRAFFIC STOP","City Citation(s) Issued",NA
"10668",230901116,"03/31/2023 04:21:52 PM","6620 W CARMEN AV,MKE","4","TRAFFIC STOP","Advised",NA
"10669",230901102,"03/31/2023 04:21:46 PM","N SHERMAN BL / W CENTER ST,MKE","3","ACC UNKN INJ","Service in Progress",NA
"10670",230901115,"03/31/2023 04:21:44 PM","4919 N 58TH ST,MKE","7","SPECIAL ASSIGN","Assignment Completed",NA
"10671",230901114,"03/31/2023 04:21:10 PM","2333 N 49TH ST,MKE","3","PRISONER TRANS","Service in Progress",NA
"10672",230901113,"03/31/2023 04:20:40 PM","2200 W LAYTON AV,MKE","6","TRAFFIC LASER","Assignment Completed",NA
"10673",230901112,"03/31/2023 04:20:36 PM","5600 W CAPITOL DR,MKE","7","SPECIAL ASSIGN","Service in Progress",NA
"10674",230901111,"03/31/2023 04:20:28 PM","2741 S 16TH ST,MKE","2","TRAFFIC STOP","City Citation(s) Issued",NA
"10675",230901109,"03/31/2023 04:19:00 PM","749 W STATE ST,MKE","1","ASSIGNMENT","Service in Progress",NA
"10676",230901108,"03/31/2023 04:18:32 PM","3006 S 27TH ST,MKE","6","ASSIGNMENT","Service in Progress",NA
"10677",230901104,"03/31/2023 04:17:49 PM","W HAMPTON AV / N 91ST ST,MKE","7","WELFARE CITIZEN","Service in Progress",NA
"10678",230901107,"03/31/2023 04:17:38 PM","1100 E GARFIELD AV,MKE","5","SPECIAL ASSIGN","Service in Progress",NA
"10679",230900963,"03/31/2023 04:13:32 PM","6740 N 52ND ST,MKE","4","PROPERTY PICKUP","Advised",NA
"10680",230901095,"03/31/2023 04:10:25 PM","5970 S HOWELL AV,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10681",230901085,"03/31/2023 04:06:08 PM","2532 W ROGERS ST,MKE","2","INJ PERSON/SICK","Advised",NA
"10682",230901018,"03/31/2023 04:05:16 PM","105 W MITCHELL ST,MKE","2","BATTERY","Advised",NA
"10683",230901062,"03/31/2023 03:51:04 PM","4715 W VLIET ST,MKE","3","RETURN STATION","Assignment Completed",NA
"10684",230901047,"03/31/2023 03:40:13 PM","800 W WALNUT ST,MKE","5","FIGHT","Advised",NA
"10685",230901153,"03/31/2023 04:39:45 PM","HOWELL AVE / OAK STREET, OAK CREEK, WI","6","ASSIGNMENT","Service in Progress",NA
"10686",230901144,"03/31/2023 04:37:56 PM","159 N JACKSON ST,MKE","1","SUSP PERS/AUTO","Service in Progress",NA
"10687",230901148,"03/31/2023 04:37:36 PM","2458 W CAPITOL DR,MKE","5","BATTERY","Service in Progress",NA
"10688",230901142,"03/31/2023 04:35:13 PM","181 W UNCAS AV,MKE","6","SHOTS FIRED","Advised",NA
"10689",230901147,"03/31/2023 04:35:01 PM","951 N JAMES LOVELL ST,MKE","1","ABAND/STOLEN PRO","To be Filed",NA
"10690",230901146,"03/31/2023 04:34:36 PM","N SHERMAN BL / W NORTH AV,MKE","3","PATROL","Assignment Completed",NA
"10691",230901143,"03/31/2023 04:34:03 PM","6800 W BOBOLINK AV,MKE","4","TRAFFIC STOP","Advised",NA
"10692",230901141,"03/31/2023 04:32:59 PM","1933 S 1ST ST,MKE","2","ASSIGNMENT","Service in Progress",NA
"10693",230901136,"03/31/2023 04:32:24 PM","433 W ST PAUL AV,MKE","1","WELFARE CITIZEN","Service in Progress",NA
"10694",230901133,"03/31/2023 04:31:53 PM","2625 W NATIONAL AV,MKE","2","BATTERY","Advised",NA
"10695",230901137,"03/31/2023 04:31:38 PM","3626 W FOND DU LAC AV,MKE","7","RETURN STATION","Assignment Completed",NA
"10696",230901130,"03/31/2023 04:31:14 PM","N 76TH ST / W BRADLEY RD,MKE","4","TRAFFIC HAZARD","Service in Progress",NA
"10697",230901110,"03/31/2023 04:30:37 PM","N 29TH ST / W CENTER ST,MKE","3","ACC PDO","To be Filed",NA
"10698",230901000,"03/31/2023 04:30:20 PM","2201 N CAMBRIDGE AV,MKE","1","RECOVERED VEH","To be Filed",NA
"10699",230901122,"03/31/2023 04:29:40 PM","7730 W APPLETON AV,MKE","7","SUBJ WITH GUN","Unable to Locate Complainant",NA
"10700",230901052,"03/31/2023 04:29:10 PM","3071 S 27TH ST,MKE","6","SHOPLIFTER","Advised",NA
"10701",230901128,"03/31/2023 04:27:40 PM","7948 W APPLETON AV,MKE","7","TRAFFIC STOP","Assignment Completed",NA
"10702",230901124,"03/31/2023 04:24:50 PM","3620 N 18TH ST,MKE","5","SHOTSPOTTER","Assignment Completed",NA
"10703",230901114,"03/31/2023 04:21:10 PM","2333 N 49TH ST,MKE","3","PRISONER TRANS","Assignment Completed",NA
"10704",230901104,"03/31/2023 04:17:49 PM","W HAMPTON AV / N 91ST ST,MKE","7","WELFARE CITIZEN","Unable to Locate Complainant",NA
"10705",230901025,"03/31/2023 04:12:20 PM","2308 W WISCONSIN AV,MKE","3","TRBL W/SUBJ","Assignment Completed",NA
"10706",230900807,"03/31/2023 04:12:17 PM","8914 N 96TH ST,MKE","4","PROPERTY DAMAGE","Open Investigation",NA
"10707",230901092,"03/31/2023 04:10:48 PM","3727 W WISCONSIN AV,MKE","3","WELFARE CITIZEN","Assignment Completed",NA
"10708",230900987,"03/31/2023 04:09:43 PM","S 8TH ST / W HISTORIC MITCHELL ST,MKE","2","ACC PDO","To be Filed",NA
"10709",230901038,"03/31/2023 04:00:27 PM","6401 W BURLEIGH ST,MKE","7","THEFT VEHICLE","Advised",NA
"10710",230901054,"03/31/2023 03:44:36 PM","6929 W SILVER SPRING DR,MKE","4","PRISONER TRANS","Assignment Completed",NA
"10711",230901139,"03/31/2023 04:49:57 PM","2316 W MC KINLEY AV,MKE","3","STOLEN VEHICLE","Service in Progress",NA
"10712",230901165,"03/31/2023 04:46:18 PM","500 E OAK ST, OAK CREEK","6","PROPERTY PICKUP","Assignment Completed",NA
"10713",230901164,"03/31/2023 04:45:57 PM","2851 S 16TH ST,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10714",230901163,"03/31/2023 04:45:47 PM","2920 N VEL R PHILLIPS AV,MKE","5","RETURN STATION","Assignment Completed",NA
"10715",230901105,"03/31/2023 04:45:16 PM","1002 W MAPLE ST,MKE","2","TRBL W/SUBJ","Advised",NA
"10716",230901032,"03/31/2023 04:44:18 PM","1595 S 38TH ST,MKE","2","ENTRY","Service in Progress",NA
"10717",230901159,"03/31/2023 04:44:00 PM","3912 W CENTER ST,MKE","7","ENTRY","Advised/Referral",NA
"10718",230901161,"03/31/2023 04:43:13 PM","2056 W BOLIVAR AV,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10719",230901155,"03/31/2023 04:42:34 PM","S 27TH ST / W LINCOLN AV,MKE","2","SUBJ WITH GUN","Service in Progress",NA
"10720",230901160,"03/31/2023 04:42:19 PM","4209 W SILVER SPRING DR,MKE","4","FOLLOW UP","Service in Progress",NA
"10721",230901069,"03/31/2023 04:42:03 PM","1130 S 20TH ST,MKE","2","ACC PDO","Service in Progress",NA
"10722",230901158,"03/31/2023 04:42:03 PM","4131 N 56TH ST,MKE","7","BUSINESS CHECK","Assignment Completed",NA
"10723",230901141,"03/31/2023 04:32:59 PM","1933 S 1ST ST,MKE","2","ASSIGNMENT","Assignment Completed",NA
"10724",230901128,"03/31/2023 04:27:40 PM","7948 W APPLETON AV,MKE","7","TRAFFIC STOP","Service in Progress",NA
"10725",230901075,"03/31/2023 04:10:14 PM","1613 N 17TH ST,MKE","3","WELFARE CITIZEN","Advised",NA
"10726",230901006,"03/31/2023 04:59:39 PM","3701 S HOWELL AV,MKE","6","TRBL W/SUBJ","Unable to Locate Complainant",NA
"10727",230901186,"03/31/2023 04:59:18 PM","4237 S 20TH ST,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10728",230901046,"03/31/2023 04:59:01 PM","2977 N 35TH ST,MKE","7","STOLEN VEHICLE","Advised",NA
"10729",230901185,"03/31/2023 04:58:59 PM","619 W WALNUT ST,MKE","5","INVESTIGATION","Service in Progress",NA
"10730",230901181,"03/31/2023 04:57:03 PM","1250 W HOWARD AV,MKE","6","PATROL","Assignment Completed",NA
"10731",230901172,"03/31/2023 04:56:49 PM","N TEUTONIA AV / W CAPITOL DR,MKE","5","ACC PDO","Service in Progress",NA
"10732",230901179,"03/31/2023 04:56:29 PM","1000 W ABERT PL,MKE","5","FOLLOW UP","Service in Progress",NA
"10733",230901168,"03/31/2023 04:56:23 PM","W APPLETON AV / N 91ST ST,MKE","4","ACC PI","Service in Progress",NA
"10734",230901154,"03/31/2023 04:56:13 PM","1509 N JACKSON ST,MKE","1","TRBL W/SUBJ","Advised",NA
"10735",230901176,"03/31/2023 04:55:06 PM","5975 S HOWELL AV,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10736",230901175,"03/31/2023 04:54:56 PM","6929 W SILVER SPRING DR,MKE","4","RETURN STATION","Assignment Completed",NA
"10737",230901121,"03/31/2023 04:53:19 PM","1608 S 23RD ST,MKE","2","THREAT","Service in Progress",NA
"10738",230901151,"03/31/2023 04:53:18 PM","2542 N FARWELL AV,MKE","1","TRBL W/SUBJ","Service in Progress",NA
"10739",230901171,"03/31/2023 04:52:12 PM","6800 W BOBOLINK AV,MKE","4","TRAFFIC STOP","Advised",NA
"10740",230901162,"03/31/2023 04:52:00 PM","S LAYTON BL / W NATIONAL AV,MKE","2","IND EXPOSURE","Unable to Locate Complainant",NA
"10741",230901080,"03/31/2023 04:51:49 PM","S 80TH ST / W OKLAHOMA AV,MKE","6","ACC PDO","Service in Progress",NA
"10742",230901169,"03/31/2023 04:51:19 PM","4456 N TEUTONIA AV,MKE","5","SHOTSPOTTER","Unable to Locate Complainant",NA
"10743",230901170,"03/31/2023 04:50:58 PM","245 W LINCOLN AV,MKE","2","RETURN STATION","Assignment Completed",NA
"10744",230901166,"03/31/2023 04:50:39 PM","3014 N 26TH ST,MKE","5","SHOTSPOTTER","Service in Progress",NA
"10745",230901155,"03/31/2023 04:42:34 PM","S 27TH ST / W LINCOLN AV,MKE","2","SUBJ WITH GUN","Advised",NA
"10746",230901148,"03/31/2023 04:37:36 PM","2458 W CAPITOL DR,MKE","5","BATTERY","Advised",NA
"10747",230901136,"03/31/2023 04:32:24 PM","433 W ST PAUL AV,MKE","1","WELFARE CITIZEN","Advised",NA
"10748",230900988,"03/31/2023 04:13:25 PM","8750 W MILL RD,MKE","4","STOLEN VEHICLE","To be Filed",NA
"10749",230901097,"03/31/2023 04:12:14 PM","N TEUTONIA AV / W VILLARD AV,MKE","7","INVESTIGATION","Assignment Completed",NA
"10750",230901084,"03/31/2023 04:06:40 PM","6309 W LUSCHER AV,MKE","7","ABAND/PROP WEAPO","To be Filed",NA
"10751",230901190,"03/31/2023 05:02:33 PM","1004 N 10TH ST","1","PATROL","Assignment Completed",NA
"10752",230900983,"03/31/2023 05:02:13 PM","515 W MORELAND BLVD","2","PRISONER TRANS","Service in Progress",NA
"10753",230901187,"03/31/2023 05:01:22 PM","2775 S 16TH ST,MKE","2","TRAFFIC STOP","Advised",NA
"10754",230901121,"03/31/2023 04:53:19 PM","1608 S 23RD ST,MKE","2","THREAT","Unable to Locate Complainant",NA
"10755",230901214,"03/31/2023 05:14:46 PM","605 S 1ST ST,MKE","2","BUSINESS CHECK","Assignment Completed",NA
"10756",230901210,"03/31/2023 05:12:54 PM","7937 W APPLETON AVE","7","TRAFFIC STOP","City Citation(s) Issued",NA
"10757",230901063,"03/31/2023 05:12:45 PM","2525 W HIGHLAND AV,MKE","3","FAMILY TROUBLE","Service in Progress",NA
"10758",230901209,"03/31/2023 05:12:42 PM","W WISCONSIN AV","3","PATROL","Service in Progress",NA
"10759",230900992,"03/31/2023 05:12:14 PM","2414 W BROWN ST,MKE","3","BATTERY","Service in Progress",NA
"10760",230901194,"03/31/2023 05:11:59 PM","1449 N 37TH ST,MKE","3","WELFARE CITIZEN","Assignment Completed",NA
"10761",230901207,"03/31/2023 05:11:04 PM","2333 N 49TH ST,MKE","3","INVESTIGATION","Service in Progress",NA
"10762",230901150,"03/31/2023 05:10:21 PM","S 27TH ST / W DAKOTA ST,MKE","6","ACC PDO","Service in Progress",NA
"10763",230900845,"03/31/2023 05:09:36 PM","3000 N 60TH ST,MKE","7","LANDLORD/TEN TRB","Service in Progress",NA
"10764",230901206,"03/31/2023 05:09:22 PM","749 W STATE ST,MKE","1","SPECIAL ASSIGN","To be Filed",NA
"10765",230901200,"03/31/2023 05:09:13 PM","1640 S 10TH ST,MKE","2","SHOTSPOTTER","Unable to Locate Complainant",NA
"10766",230901173,"03/31/2023 05:08:55 PM","356 E CAPITOL DR,MKE","5","SHOPLIFTER","To be Filed",NA
"10767",230901205,"03/31/2023 05:08:19 PM","6929 W SILVER SPRING DR,MKE","4","RETURN STATION","Service in Progress",NA
"10768",230901204,"03/31/2023 05:08:02 PM","2500 N BOOTH ST,MKE","5","PATROL","Assignment Completed",NA
"10769",230901031,"03/31/2023 05:07:38 PM","1910 N WATER ST,MKE","1","ENTRY","Service in Progress",NA
"10770",230901198,"03/31/2023 05:06:58 PM","4601 W MARTIN DR,MKE","3","DEAD ON ENTRY","Service in Progress",NA
"10771",230901201,"03/31/2023 05:06:49 PM","4481 N 25TH ST,MKE","5","VACANT HOUSE CHK","Assignment Completed",NA
"10772",230901199,"03/31/2023 05:06:30 PM","2475 W ROOSEVELT DR,MKE","5","COMMUNITY MTNG","Service in Progress",NA
"10773",230901197,"03/31/2023 05:06:19 PM","3014 N 84TH ST,MKE","7","OUT OF SERVICE","Service in Progress",NA
"10774",230901189,"03/31/2023 05:05:55 PM","1220 W VLIET ST,MKE","3","CALL FOR POLICE","Service in Progress",NA
"10775",230901190,"03/31/2023 05:02:33 PM","1004 N 10TH ST,MKE","1","PATROL","Assignment Completed",NA
"10776",230901166,"03/31/2023 04:50:39 PM","3014 N 26TH ST,MKE","5","SHOTSPOTTER","Open Investigation",NA
"10777",230901160,"03/31/2023 04:42:19 PM","4209 W SILVER SPRING DR,MKE","4","FOLLOW UP","Assignment Completed",NA
"10778",230901144,"03/31/2023 04:37:56 PM","159 N JACKSON ST,MKE","1","SUSP PERS/AUTO","Unable to Locate Complainant",NA
"10779",230901124,"03/31/2023 04:24:50 PM","3620 N 18TH ST,MKE","5","SHOTSPOTTER","To be Filed",NA
"10780",230901109,"03/31/2023 04:19:00 PM","749 W STATE ST,MKE","1","ASSIGNMENT","To be Filed",NA
"10781",230901232,"03/31/2023 05:24:40 PM","749 W STATE ST,MKE","1","RETURN STATION","Assignment Completed",NA
"10782",230901224,"03/31/2023 05:23:05 PM","1130 W WASHINGTON ST,MKE","2","BATTERY DV","Service in Progress",NA
"10783",230901228,"03/31/2023 05:22:26 PM","5900 S HOWELL AV,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10784",230901225,"03/31/2023 05:21:30 PM","5759 N 76TH ST,MKE","4","TRAFFIC STOP","Advised",NA
"10785",230901215,"03/31/2023 05:20:50 PM","N 56TH ST / W MILL RD,MKE","4","ACC UNKN INJ","Service in Progress",NA
"10786",230901183,"03/31/2023 05:20:34 PM","7613 W VILLARD AV,MKE","7","PROPERTY PICKUP","Service in Progress",NA
"10787",230901203,"03/31/2023 05:19:39 PM","5000 W CHAMBERS ST,MKE","7","ACC PI","Service in Progress",NA
"10788",230901223,"03/31/2023 05:19:14 PM","3009 S 16TH ST,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10789",230901221,"03/31/2023 05:19:02 PM","930 W HISTORIC MITCHELL ST,MKE","2","ENTRY","Service in Progress",NA
"10790",230901220,"03/31/2023 05:18:25 PM","245 W LINCOLN AV,MKE","2","RETURN STATION","Service in Progress",NA
"10791",230901219,"03/31/2023 05:16:59 PM","5881 S HOWELL AV,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10792",230901208,"03/31/2023 05:16:31 PM","N 43RD ST / W GOOD HOPE RD,MKE","4","ACC PDO","Service in Progress",NA
"10793",230901218,"03/31/2023 05:16:20 PM","4121 N 56TH ST,MKE","7","BUSINESS CHECK","Service in Progress",NA
"10794",230901217,"03/31/2023 05:15:42 PM","5600 S HOWELL AV,MKE","6","PATROL","Assignment Completed",NA
"10795",230901209,"03/31/2023 05:12:42 PM","W WISCONSIN AV","3","PATROL","Assignment Completed",NA
"10796",230901150,"03/31/2023 05:10:21 PM","S 27TH ST / W DAKOTA ST,MKE","6","ACC PDO","To be Filed",NA
"10797",230901205,"03/31/2023 05:08:19 PM","6929 W SILVER SPRING DR,MKE","4","RETURN STATION","Assignment Completed",NA
"10798",230901189,"03/31/2023 05:05:55 PM","1220 W VLIET ST,MKE","3","CALL FOR POLICE","Unable to Locate Complainant",NA
"10799",230901179,"03/31/2023 04:56:29 PM","1000 W ABERT PL,MKE","5","FOLLOW UP","Assignment Completed",NA
"10800",230901246,"03/31/2023 05:33:21 PM","212 W WISCONSIN AV,MKE","1","PATROL","Assignment Completed",NA
"10801",230901234,"03/31/2023 05:33:02 PM","2208 S 16TH ST,MKE","2","TRBL W/SUBJ","Service in Progress",NA
"10802",230901243,"03/31/2023 05:32:43 PM","5700 W CAPITOL DR,MKE","7","SPECIAL ASSIGN","Service in Progress",NA
"10803",230901240,"03/31/2023 05:32:08 PM","N 27TH ST / W VIENNA AV,MKE","5","ACC PI","Assignment Completed",NA
"10804",230901242,"03/31/2023 05:32:05 PM","8106 W APPLETON AV,MKE","7","NON PURSUIT NO P","Service in Progress",NA
"10805",230901237,"03/31/2023 05:30:00 PM","2838 W ATKINSON AV,MKE","5","BUSINESS CHECK","Assignment Completed",NA
"10806",230901236,"03/31/2023 05:28:41 PM","2644 N 48TH ST,MKE","3","RECOVERED VEH","Service in Progress",NA
"10807",230901233,"03/31/2023 05:26:16 PM","3500 W HADLEY ST,MKE","7","PATROL","Service in Progress",NA
"10808",230901231,"03/31/2023 05:25:47 PM","1212 W CENTER ST,MKE","5","ROBBERY","Advised/Referral",NA
"10809",230901221,"03/31/2023 05:19:02 PM","930 W HISTORIC MITCHELL ST,MKE","2","ENTRY","Assignment Completed",NA
"10810",230901220,"03/31/2023 05:18:25 PM","245 W LINCOLN AV,MKE","2","RETURN STATION","Assignment Completed",NA
"10811",230901218,"03/31/2023 05:16:20 PM","4121 N 56TH ST,MKE","7","BUSINESS CHECK","Assignment Completed",NA
"10812",230901063,"03/31/2023 05:12:45 PM","2525 W HIGHLAND AV,MKE","3","FAMILY TROUBLE","Assignment Completed",NA
"10813",230901172,"03/31/2023 04:56:49 PM","N TEUTONIA AV / W CAPITOL DR,MKE","5","ACC PDO","To be Filed",NA
"10814",230901151,"03/31/2023 04:53:18 PM","2542 N FARWELL AV,MKE","1","TRBL W/SUBJ","Advised",NA
"10815",230901280,"03/31/2023 05:49:06 PM","2333 N 49TH ST,MKE","3","RETURN STATION","Assignment Completed",NA
"10816",230901279,"03/31/2023 05:49:05 PM","8424 W FLORIST AV,MKE","4","ASSIGNMENT","Service in Progress",NA
"10817",230901278,"03/31/2023 05:48:42 PM","749 W STATE ST,MKE","1","RETURN STATION","Assignment Completed",NA
"10818",230901273,"03/31/2023 05:48:36 PM","2515 N 38TH ST,MKE","3","BATTERY","Service in Progress",NA
"10819",230901277,"03/31/2023 05:48:36 PM","1123 N VAN BUREN ST,MKE","1","SPECIAL ASSIGN","Service in Progress",NA
"10820",230901238,"03/31/2023 05:47:37 PM","3835 S 75TH ST,MKE","6","WELFARE CITIZEN","Unable to Locate Complainant",NA
"10821",230901272,"03/31/2023 05:47:08 PM","1505 N FARWELL AV,MKE","1","BUSINESS CHECK","Assignment Completed",NA
"10822",230901269,"03/31/2023 05:45:46 PM","4048 S 20TH ST,MKE","6","TRAFFIC STOP","Advised",NA
"10823",230901263,"03/31/2023 05:43:22 PM","6929 W SILVER SPRING DR,MKE","4","RETURN STATION","Assignment Completed",NA
"10824",230901260,"03/31/2023 05:42:48 PM","1576 S LAYTON BL,MKE","2","OVERDOSE","Service in Progress",NA
"10825",230901254,"03/31/2023 05:40:13 PM","749 W STATE ST,MKE","1","MED RUN","Service in Progress",NA
"10826",230901167,"03/31/2023 05:39:57 PM","7803 N 64TH CT,MKE","4","FAMILY TROUBLE","Service in Progress",NA
"10827",230901259,"03/31/2023 05:39:57 PM","6023 S HOWELL AV,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10828",230901258,"03/31/2023 05:39:56 PM","749 W STATE ST,MKE","1","RETURN STATION","Service in Progress",NA
"10829",230901257,"03/31/2023 05:39:12 PM","1800 N 1ST ST,MKE","5","PATROL","Assignment Completed",NA
"10830",230901256,"03/31/2023 05:39:01 PM","900 W WISCONSIN AV,MKE","1","FIGHT","Service in Progress",NA
"10831",230901253,"03/31/2023 05:36:48 PM","3758 S 68TH ST,MKE","6","FIGHT","No Prosecution",NA
"10832",230901250,"03/31/2023 05:35:27 PM","2000 W WHITAKER AV,MKE","6","TRAFFIC LASER","Assignment Completed",NA
"10833",230901234,"03/31/2023 05:33:02 PM","2208 S 16TH ST,MKE","2","TRBL W/SUBJ","Unable to Locate Complainant",NA
"10834",230901233,"03/31/2023 05:26:16 PM","3500 W HADLEY ST,MKE","7","PATROL","Assignment Completed",NA
"10835",230901209,"03/31/2023 05:12:42 PM","S 35TH ST / S JACKSON PARK OVERP,MKE","2","PATROL","Assignment Completed",NA
"10836",230900992,"03/31/2023 05:12:14 PM","2414 W BROWN ST,MKE","3","BATTERY","Unable to Locate Complainant",NA
"10837",230901207,"03/31/2023 05:11:04 PM","2333 N 49TH ST,MKE","3","INVESTIGATION","To be Filed",NA
"10838",230900845,"03/31/2023 05:09:36 PM","3000 N 60TH ST,MKE","7","LANDLORD/TEN TRB","City Citation(s) Issued",NA
"10839",230901290,"03/31/2023 05:54:34 PM","2333 N 49TH ST,MKE","3","RETURN STATION","Service in Progress",NA
"10840",230901289,"03/31/2023 05:54:28 PM","3955 N 13TH ST,MKE","5","FOLLOW UP","Service in Progress",NA
"10841",230901285,"03/31/2023 05:52:56 PM","N 107TH ST / W BROWN DEER RD,MKE","4","TRAFFIC HAZARD","Service in Progress",NA
"10842",230901266,"03/31/2023 05:52:46 PM","918 S 21ST ST,MKE","2","HAZ WASTE MAT","Service in Progress",NA
"10843",230901245,"03/31/2023 05:52:31 PM","3828 N 16TH ST,MKE","5","THREAT","Service in Progress",NA
"10844",230901287,"03/31/2023 05:51:45 PM","N 29TH ST / W HAMPTON AV,MKE","5","PARK AND WALK","Assignment Completed",NA
"10845",230901262,"03/31/2023 05:51:34 PM","3064 N 13TH ST,MKE","5","NOTIFICATION","Advised",NA
"10846",230901286,"03/31/2023 05:51:20 PM","N 10TH ST / W WISCONSIN AV,MKE","1","INVESTIGATION","Unable to Locate Complainant",NA
"10847",230901274,"03/31/2023 05:51:06 PM","N 35TH ST / W LISBON AV,MKE","3","ACC UNKN INJ","Advised",NA
"10848",230901196,"03/31/2023 05:51:03 PM","6805 W BROWN DEER RD,MKE","4","TRBL W/SUBJ","Service in Progress",NA
"10849",230901284,"03/31/2023 05:50:35 PM","212 W WISCOSIN","1","SPECIAL ASSIGN","Service in Progress",NA
"10850",230901282,"03/31/2023 05:50:24 PM","4715 W VLIET ST,MKE","3","ASSIGN-ADMN MPD","Assignment Completed",NA
"10851",230901283,"03/31/2023 05:50:24 PM","N SHERMAN BL / W NORTH AV,MKE","3","PATROL","Service in Progress",NA
